Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Travel_Rarely,796,Research & Development,12 years ,5,Medical,1073,Very High,Female,51,Medium,Senior Level,Manufacturing Director,Very High,Single,8858,0,No,11,Stanadard,Medium,80,0,15 years ,Good,14,8,7,8
55,No,Non-Travel,444,Research & Development,2 years ,1,Medical,1074,High,Male,40,Medium,Lead Level,Manager,Low,Single,16756,7,No,15,Stanadard,Medium,80,0,31 years ,Best,9,7,6,2
43,No,Travel_Rarely,415,Sales,25 years ,3,Medical,1076,High,Male,79,Medium,Senior Level,Sales Executive,Very High,Divorced,10798,5,No,13,Stanadard,High,80,1,18 years ,Better,1,0,0,0
20,Yes,Travel_Frequently,769,Sales,9 years ,3,Marketing,1077,Very High,Female,54,High,Entry Level,Sales Representative,Very High,Single,2323,1,Yes,14,Stanadard,Medium,80,0,2 years ,Better,2,2,0,2
21,Yes,Travel_Rarely,1334,Research & Development,10 years ,3,Life Sciences,1079,High,Female,36,Medium,Entry Level,Laboratory Technician,Low,Single,1416,1,No,13,Stanadard,Low,80,0,1 years ,Good,1,0,1,0
46,No,Travel_Rarely,1003,Research & Development,8 years ,4,Life Sciences,1080,Very High,Female,74,Medium,Junior Level,Research Scientist,Low,Divorced,4615,8,Yes,23,High,Low,80,3,19 years ,Better,16,13,1,7
51,Yes,Travel_Rarely,1323,Research & Development,4 years ,4,Life Sciences,1081,Low,Male,34,High,Entry Level,Research Scientist,High,Married,2461,9,Yes,12,Stanadard,High,80,3,18 years ,Best,10,0,2,7
28,Yes,Non-Travel,1366,Research & Development,24 years ,2,Technical Degree,1082,Medium,Male,72,Medium,Senior Level,Healthcare Representative,Low,Single,8722,1,No,12,Stanadard,Low,80,0,10 years ,Good,10,7,1,9
26,No,Travel_Rarely,192,Research & Development,1 years ,2,Medical,1083,Low,Male,59,Medium,Entry Level,Laboratory Technician,Low,Married,3955,1,No,16,Stanadard,Low,80,2,6 years ,Better,5,3,1,3
30,No,Travel_Rarely,1176,Research & Development,20 years ,3,Other,1084,High,Male,85,High,Junior Level,Manufacturing Director,Low,Married,9957,0,No,15,Stanadard,High,80,1,7 years ,Good,6,2,0,2
41,No,Travel_Rarely,509,Research & Development,7 years ,2,Technical Degree,1085,Medium,Female,43,Very High,Entry Level,Research Scientist,High,Married,3376,1,No,13,Stanadard,High,80,0,10 years ,Better,10,6,0,8
38,No,Travel_Rarely,330,Research & Development,17 years ,1,Life Sciences,1088,High,Female,65,Medium,Senior Level,Healthcare Representative,High,Married,8823,0,No,18,Stanadard,Low,80,1,20 years ,Good,19,9,1,9
40,No,Travel_Rarely,1492,Research & Development,20 years ,4,Technical Degree,1092,Low,Male,61,High,Senior Level,Healthcare Representative,Very High,Married,10322,4,No,20,High,Very High,80,1,14 years ,Better,11,10,11,1
27,No,Non-Travel,1277,Research & Development,8 years ,5,Life Sciences,1094,Low,Male,87,Low,Entry Level,Laboratory Technician,High,Married,4621,1,No,19,Stanadard,Very High,80,3,3 years ,Better,3,2,1,2
55,No,Travel_Frequently,1091,Research & Development,2 years ,1,Life Sciences,1096,Very High,Male,65,High,Senior Level,Manufacturing Director,Medium,Married,10976,3,No,18,Stanadard,Medium,80,1,23 years ,Better,3,2,1,2
28,No,Travel_Rarely,857,Research & Development,10 years ,3,Other,1097,High,Female,59,High,Junior Level,Research Scientist,High,Single,3660,3,No,13,Stanadard,Very High,80,0,10 years ,Best,8,7,1,7
44,Yes,Travel_Rarely,1376,Human Resources,1 years ,2,Medical,1098,Medium,Male,91,Medium,Senior Level,Human Resources,Low,Married,10482,9,No,14,Stanadard,Very High,80,1,24 years ,Better,20,6,3,6
33,No,Travel_Rarely,654,Research & Development,5 years ,3,Life Sciences,1099,Very High,Male,34,Medium,Senior Level,Healthcare Representative,Very High,Divorced,7119,4,No,15,Stanadard,High,80,1,9 years ,Better,3,2,1,2
35,Yes,Travel_Rarely,1204,Sales,4 years ,3,Technical Degree,1100,Very High,Male,86,High,Senior Level,Sales Executive,Low,Single,9582,0,Yes,22,High,Low,80,0,9 years ,Better,8,7,4,7
33,Yes,Travel_Frequently,827,Research & Development,29 years ,4,Medical,1101,Low,Female,54,Medium,Junior Level,Research Scientist,High,Single,4508,1,No,22,High,Medium,80,0,14 years ,Better,13,7,3,8
28,No,Travel_Rarely,895,Research & Development,15 years ,2,Life Sciences,1102,Low,Male,50,High,Entry Level,Laboratory Technician,High,Divorced,2207,1,No,16,Stanadard,Very High,80,1,4 years ,Good,4,2,2,2
34,No,Travel_Frequently,618,Research & Development,3 years ,1,Life Sciences,1103,Low,Male,45,High,Junior Level,Healthcare Representative,Very High,Single,7756,0,No,17,Stanadard,High,80,0,7 years ,Good,6,2,0,4
37,No,Travel_Rarely,309,Sales,10 years ,4,Life Sciences,1105,Very High,Female,88,Medium,Junior Level,Sales Executive,Very High,Divorced,6694,2,Yes,14,Stanadard,High,80,3,8 years ,Better,1,0,0,0
25,Yes,Travel_Rarely,1219,Research & Development,4 years ,1,Technical Degree,1106,Very High,Male,32,High,Entry Level,Laboratory Technician,Very High,Married,3691,1,Yes,15,Stanadard,Medium,80,1,7 years ,Best,7,7,5,6
26,Yes,Travel_Rarely,1330,Research & Development,21 years ,3,Medical,1107,Low,Male,37,High,Entry Level,Laboratory Technician,High,Divorced,2377,1,No,20,High,High,80,1,1 years ,Good,1,1,0,0
33,Yes,Travel_Rarely,1017,Research & Development,25 years ,3,Medical,1108,Low,Male,55,Medium,Entry Level,Research Scientist,Medium,Single,2313,4,Yes,20,High,Medium,80,0,5 years ,Better,2,2,2,2
42,No,Travel_Rarely,469,Research & Development,2 years ,2,Medical,1109,Very High,Male,35,High,Lead Level,Manager,Low,Married,17665,0,No,17,Stanadard,Very High,80,1,23 years ,Better,22,6,13,7
28,Yes,Travel_Frequently,1009,Research & Development,1 years ,3,Medical,1111,Low,Male,45,Medium,Entry Level,Laboratory Technician,Medium,Divorced,2596,1,No,15,Stanadard,Low,80,2,1 years ,Better,1,0,0,0
50,Yes,Travel_Frequently,959,Sales,1 years ,4,Other,1113,Very High,Male,81,High,Junior Level,Sales Executive,High,Single,4728,3,Yes,14,Stanadard,Very High,80,0,5 years ,Better,0,0,0,0
33,No,Travel_Frequently,970,Sales,7 years ,3,Life Sciences,1114,Very High,Female,30,High,Junior Level,Sales Executive,Medium,Married,4302,0,No,17,Stanadard,High,80,1,4 years ,Better,3,2,0,2
34,No,Non-Travel,697,Research & Development,3 years ,4,Life Sciences,1115,High,Male,40,Medium,Entry Level,Research Scientist,Very High,Married,2979,3,No,17,Stanadard,Very High,80,3,6 years ,Better,0,0,0,0
48,No,Non-Travel,1262,Research & Development,1 years ,4,Medical,1116,Low,Male,35,Very High,Lead Level,Manager,Very High,Single,16885,2,No,22,High,High,80,0,27 years ,Good,5,4,2,1
45,No,Non-Travel,1050,Sales,9 years ,4,Life Sciences,1117,Medium,Female,65,Medium,Junior Level,Sales Executive,High,Married,5593,1,No,13,Stanadard,Very High,80,1,15 years ,Better,15,10,4,12
52,No,Travel_Rarely,994,Research & Development,7 years ,4,Life Sciences,1118,Medium,Male,87,High,Senior Level,Healthcare Representative,Medium,Single,10445,7,No,19,Stanadard,Very High,80,0,18 years ,Better,8,6,4,0
38,No,Travel_Rarely,770,Sales,10 years ,4,Marketing,1119,High,Male,73,Medium,Senior Level,Sales Executive,High,Divorced,8740,0,Yes,14,Stanadard,Medium,80,2,9 years ,Better,8,7,2,7
29,No,Travel_Rarely,1107,Research & Development,28 years ,4,Life Sciences,1120,High,Female,93,High,Entry Level,Research Scientist,Very High,Divorced,2514,4,No,22,High,Low,80,1,11 years ,Better,7,5,1,7
28,No,Travel_Rarely,950,Research & Development,3 years ,3,Medical,1121,Very High,Female,93,High,Senior Level,Manufacturing Director,Medium,Divorced,7655,0,No,17,Stanadard,Medium,80,3,10 years ,Good,9,7,1,7
46,No,Travel_Rarely,406,Sales,3 years ,1,Marketing,1124,Low,Male,52,High,Lead Level,Manager,High,Married,17465,3,No,12,Stanadard,Very High,80,1,23 years ,Better,12,9,4,9
38,No,Travel_Rarely,130,Sales,2 years ,2,Marketing,1125,Very High,Male,32,High,Senior Level,Sales Executive,Medium,Single,7351,7,No,16,Stanadard,High,80,0,10 years ,Better,1,0,0,0
43,No,Travel_Frequently,1082,Research & Development,27 years ,3,Life Sciences,1126,High,Female,83,High,Senior Level,Manufacturing Director,Low,Married,10820,8,No,11,Stanadard,High,80,1,18 years ,Better,8,7,0,1
39,Yes,Travel_Frequently,203,Research & Development,2 years ,3,Life Sciences,1127,Low,Male,84,High,Lead Level,Healthcare Representative,Very High,Divorced,12169,7,No,11,Stanadard,Very High,80,3,21 years ,Better,18,7,11,5
40,No,Travel_Rarely,1308,Research & Development,14 years ,3,Medical,1128,High,Male,44,Medium,Director Level,Research Director,High,Single,19626,1,No,14,Stanadard,Low,80,0,21 years ,Best,20,7,4,9
21,No,Travel_Rarely,984,Research & Development,1 years ,1,Technical Degree,1131,Very High,Female,70,Medium,Entry Level,Research Scientist,Medium,Single,2070,1,Yes,11,Stanadard,High,80,0,2 years ,Best,2,2,2,2
39,No,Non-Travel,439,Research & Development,9 years ,3,Life Sciences,1132,High,Male,70,High,Junior Level,Laboratory Technician,Medium,Single,6782,9,No,15,Stanadard,High,80,0,9 years ,Good,5,4,0,3
36,No,Non-Travel,217,Research & Development,18 years ,4,Life Sciences,1133,Low,Male,78,High,Junior Level,Manufacturing Director,Very High,Single,7779,2,No,20,High,Low,80,0,18 years ,Better,11,9,0,9
31,No,Travel_Frequently,793,Sales,20 years ,3,Life Sciences,1135,High,Male,67,Very High,Entry Level,Sales Representative,Very High,Married,2791,0,No,12,Stanadard,Low,80,1,3 years ,Better,2,2,2,2
28,No,Travel_Rarely,1451,Research & Development,2 years ,1,Life Sciences,1136,Low,Male,67,Medium,Entry Level,Research Scientist,Medium,Married,3201,0,No,17,Stanadard,Low,80,0,6 years ,Bad,5,3,0,4
35,No,Travel_Frequently,1182,Sales,11 years ,2,Marketing,1137,Very High,Male,54,High,Junior Level,Sales Executive,Very High,Divorced,4968,1,No,11,Stanadard,Very High,80,1,5 years ,Better,5,2,0,2
49,No,Travel_Rarely,174,Sales,8 years ,4,Technical Degree,1138,Very High,Male,56,Medium,Lead Level,Sales Executive,Medium,Married,13120,6,No,17,Stanadard,Medium,80,1,22 years ,Better,9,8,2,3
34,No,Travel_Frequently,1003,Research & Development,2 years ,2,Life Sciences,1140,Very High,Male,95,High,Junior Level,Manufacturing Director,High,Single,4033,2,No,11,Stanadard,Very High,80,0,5 years ,Good,3,2,0,2
29,No,Travel_Frequently,490,Research & Development,10 years ,3,Life Sciences,1143,Very High,Female,61,High,Entry Level,Research Scientist,Medium,Divorced,3291,0,No,14,Stanadard,Very High,80,2,8 years ,Good,7,5,1,1
42,No,Travel_Rarely,188,Research & Development,29 years ,3,Medical,1148,Medium,Male,56,Low,Junior Level,Laboratory Technician,Very High,Single,4272,4,No,19,Stanadard,Low,80,0,16 years ,Better,1,0,0,0
29,No,Travel_Rarely,718,Research & Development,8 years ,1,Medical,1150,Medium,Male,79,Medium,Junior Level,Manufacturing Director,Very High,Married,5056,1,Yes,15,Stanadard,High,80,1,10 years ,Good,10,7,1,2
38,No,Travel_Rarely,433,Human Resources,1 years ,3,Human Resources,1152,High,Male,37,Very High,Entry Level,Human Resources,High,Married,2844,1,No,13,Stanadard,Very High,80,1,7 years ,Best,7,6,5,0
28,No,Travel_Frequently,773,Research & Development,6 years ,3,Life Sciences,1154,High,Male,39,Medium,Entry Level,Research Scientist,High,Divorced,2703,1,Yes,14,Stanadard,Very High,80,1,3 years ,Better,3,1,0,2
18,Yes,Non-Travel,247,Research & Development,8 years ,1,Medical,1156,High,Male,80,High,Entry Level,Laboratory Technician,High,Single,1904,1,No,12,Stanadard,Very High,80,0,0 years ,Better,0,0,0,0
33,Yes,Travel_Rarely,603,Sales,9 years ,4,Marketing,1157,Low,Female,77,High,Junior Level,Sales Executive,Low,Single,8224,0,Yes,17,Stanadard,Low,80,0,6 years ,Better,5,2,0,3
41,No,Travel_Rarely,167,Research & Development,12 years ,4,Life Sciences,1158,Medium,Male,46,High,Entry Level,Laboratory Technician,Very High,Married,4766,3,Yes,11,Stanadard,Low,80,1,6 years ,Better,1,0,0,0
31,Yes,Travel_Frequently,874,Research & Development,15 years ,3,Medical,1160,High,Male,72,High,Entry Level,Laboratory Technician,High,Married,2610,1,No,12,Stanadard,High,80,1,2 years ,Good,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,25 years ,2,Medical,1161,High,Female,52,Medium,Junior Level,Healthcare Representative,Very High,Divorced,5731,7,No,13,Stanadard,High,80,2,9 years ,Better,6,2,1,3
27,No,Travel_Rarely,199,Research & Development,6 years ,3,Life Sciences,1162,Very High,Male,55,Medium,Entry Level,Research Scientist,High,Married,2539,1,No,13,Stanadard,High,80,1,4 years ,Better,4,2,2,2
34,No,Travel_Rarely,1400,Sales,9 years ,1,Life Sciences,1163,Medium,Female,70,High,Junior Level,Sales Executive,High,Married,5714,1,No,20,High,Low,80,0,6 years ,Good,6,5,1,3
35,No,Travel_Rarely,528,Human Resources,8 years ,4,Technical Degree,1164,High,Male,100,High,Entry Level,Human Resources,High,Single,4323,1,No,17,Stanadard,Medium,80,0,6 years ,Bad,5,4,1,4
29,Yes,Travel_Rarely,408,Sales,23 years ,1,Life Sciences,1165,Very High,Female,45,Medium,Senior Level,Sales Executive,Low,Married,7336,1,No,13,Stanadard,Low,80,1,11 years ,Bad,11,8,3,10
40,No,Travel_Frequently,593,Research & Development,9 years ,4,Medical,1166,Medium,Female,88,High,Senior Level,Research Director,High,Single,13499,9,No,17,Stanadard,High,80,0,20 years ,Good,18,7,2,13
42,Yes,Travel_Frequently,481,Sales,12 years ,3,Life Sciences,1167,High,Male,44,High,Lead Level,Sales Executive,Low,Single,13758,0,Yes,12,Stanadard,Medium,80,0,22 years ,Good,21,9,13,14
42,No,Travel_Rarely,647,Sales,4 years ,4,Marketing,1171,Medium,Male,45,High,Junior Level,Sales Executive,Low,Single,5155,7,No,13,Stanadard,Very High,80,0,9 years ,Best,6,4,1,5
35,No,Travel_Rarely,982,Research & Development,1 years ,4,Medical,1172,Very High,Male,58,Medium,Entry Level,Laboratory Technician,High,Married,2258,6,No,12,Stanadard,Medium,80,1,10 years ,Better,8,0,1,7
24,No,Travel_Rarely,477,Research & Development,24 years ,3,Medical,1173,Very High,Male,49,High,Entry Level,Laboratory Technician,Medium,Single,3597,8,No,22,High,Very High,80,0,6 years ,Better,4,3,1,2
28,Yes,Travel_Rarely,1485,Research & Development,12 years ,1,Life Sciences,1175,High,Female,79,High,Entry Level,Laboratory Technician,Very High,Married,2515,1,Yes,11,Stanadard,Very High,80,0,1 years ,Good,1,1,0,0
26,No,Travel_Rarely,1384,Research & Development,3 years ,4,Medical,1177,Low,Male,82,Very High,Entry Level,Laboratory Technician,Very High,Married,4420,1,No,22,High,Medium,80,1,8 years ,Better,8,7,0,7
30,No,Travel_Rarely,852,Sales,10 years ,3,Marketing,1179,High,Male,72,Medium,Junior Level,Sales Executive,High,Married,6578,1,No,18,Stanadard,Low,80,1,10 years ,Better,10,3,1,4
40,No,Travel_Frequently,902,Research & Development,26 years ,2,Medical,1180,High,Female,92,Medium,Junior Level,Research Scientist,Very High,Married,4422,3,Yes,13,Stanadard,Very High,80,1,16 years ,Bad,1,1,0,0
35,No,Travel_Rarely,819,Research & Development,2 years ,3,Life Sciences,1182,High,Male,44,Medium,Senior Level,Manufacturing Director,Medium,Divorced,10274,2,No,18,Stanadard,Medium,80,1,15 years ,Best,7,7,6,4
34,No,Travel_Frequently,669,Research & Development,1 years ,3,Medical,1184,Very High,Male,97,Medium,Junior Level,Healthcare Representative,Low,Single,5343,0,No,20,High,High,80,0,14 years ,Better,13,9,4,9
35,No,Travel_Frequently,636,Research & Development,4 years ,4,Other,1185,Very High,Male,47,Medium,Entry Level,Laboratory Technician,Very High,Married,2376,1,No,13,Stanadard,Medium,80,1,2 years ,Best,2,2,2,2
43,Yes,Travel_Rarely,1372,Sales,9 years ,3,Marketing,1188,Low,Female,85,Low,Junior Level,Sales Executive,High,Single,5346,8,No,13,Stanadard,Medium,80,0,7 years ,Good,4,3,1,3
32,No,Non-Travel,862,Sales,2 years ,1,Life Sciences,1190,High,Female,76,High,Entry Level,Sales Representative,Low,Divorced,2827,1,No,12,Stanadard,High,80,3,1 years ,Better,1,0,0,0
56,No,Travel_Rarely,718,Research & Development,4 years ,4,Technical Degree,1191,Very High,Female,92,High,Director Level,Manager,Low,Divorced,19943,4,No,13,Stanadard,Very High,80,1,28 years ,Better,5,2,4,2
29,No,Travel_Rarely,1401,Research & Development,6 years ,1,Medical,1192,Medium,Female,54,High,Entry Level,Laboratory Technician,Very High,Married,3131,1,No,13,Stanadard,Low,80,1,10 years ,Better,10,8,0,8
19,No,Travel_Rarely,645,Research & Development,9 years ,2,Life Sciences,1193,High,Male,54,High,Entry Level,Research Scientist,Low,Single,2552,1,No,25,High,High,80,0,1 years ,Better,1,1,0,0
45,No,Travel_Rarely,1457,Research & Development,7 years ,3,Medical,1195,Low,Female,83,High,Entry Level,Research Scientist,High,Married,4477,4,Yes,19,Stanadard,High,80,1,7 years ,Good,3,2,0,2
37,No,Travel_Rarely,977,Research & Development,1 years ,3,Life Sciences,1196,Very High,Female,56,Medium,Junior Level,Manufacturing Director,Very High,Married,6474,1,No,13,Stanadard,Medium,80,1,14 years ,Good,14,8,3,11
20,No,Travel_Rarely,805,Research & Development,3 years ,3,Life Sciences,1198,Low,Male,87,Medium,Entry Level,Laboratory Technician,High,Single,3033,1,No,12,Stanadard,Low,80,0,2 years ,Good,2,2,1,2
44,Yes,Travel_Rarely,1097,Research & Development,10 years ,4,Life Sciences,1200,High,Male,96,High,Entry Level,Research Scientist,High,Single,2936,1,Yes,11,Stanadard,High,80,0,6 years ,Better,6,4,0,2
53,No,Travel_Rarely,1223,Research & Development,7 years ,2,Medical,1201,Very High,Female,50,High,Director Level,Manager,High,Divorced,18606,3,No,18,Stanadard,Medium,80,1,26 years ,Better,7,7,4,7
29,No,Travel_Rarely,942,Research & Development,15 years ,1,Life Sciences,1202,Medium,Female,69,Low,Entry Level,Research Scientist,Very High,Married,2168,0,Yes,18,Stanadard,Low,80,1,6 years ,Good,5,4,1,3
22,Yes,Travel_Frequently,1256,Research & Development,3 years ,4,Life Sciences,1203,High,Male,48,Medium,Entry Level,Research Scientist,Very High,Married,2853,0,Yes,11,Stanadard,Medium,80,1,1 years ,Better,0,0,0,0
46,No,Travel_Rarely,1402,Sales,2 years ,3,Marketing,1204,High,Female,69,High,Lead Level,Manager,Low,Married,17048,8,No,23,High,Low,80,0,28 years ,Better,26,15,15,9
44,No,Non-Travel,111,Research & Development,17 years ,3,Life Sciences,1206,Very High,Male,74,Low,Entry Level,Research Scientist,High,Single,2290,2,No,13,Stanadard,Very High,80,0,6 years ,Better,0,0,0,0
33,No,Travel_Rarely,147,Human Resources,2 years ,3,Human Resources,1207,Medium,Male,99,High,Entry Level,Human Resources,High,Married,3600,1,No,13,Stanadard,Very High,80,1,5 years ,Better,5,4,1,4
41,Yes,Non-Travel,906,Research & Development,5 years ,2,Life Sciences,1210,Low,Male,95,Medium,Entry Level,Research Scientist,Low,Divorced,2107,6,No,17,Stanadard,Low,80,1,5 years ,Bad,1,0,0,0
30,No,Travel_Rarely,1329,Sales,29 years ,4,Life Sciences,1211,High,Male,61,High,Junior Level,Sales Executive,Low,Divorced,4115,8,No,19,Stanadard,High,80,3,8 years ,Better,4,3,0,3
40,No,Travel_Frequently,1184,Sales,2 years ,4,Medical,1212,Medium,Male,62,High,Junior Level,Sales Executive,Medium,Married,4327,5,No,12,Stanadard,Very High,80,3,5 years ,Better,0,0,0,0
50,No,Travel_Frequently,1421,Research & Development,2 years ,3,Medical,1215,Very High,Female,30,High,Lead Level,Manager,Low,Married,17856,2,No,22,High,High,80,1,32 years ,Better,2,2,2,2
28,No,Travel_Rarely,1179,Research & Development,19 years ,4,Medical,1216,Very High,Male,78,Medium,Entry Level,Laboratory Technician,Low,Married,3196,1,No,12,Stanadard,High,80,3,6 years ,Better,6,5,3,3
46,No,Travel_Rarely,1450,Research & Development,15 years ,2,Life Sciences,1217,Very High,Male,52,High,Director Level,Research Director,Medium,Married,19081,5,No,11,Stanadard,Low,80,1,25 years ,Better,4,2,0,3
35,No,Travel_Rarely,1361,Sales,17 years ,4,Life Sciences,1218,High,Male,94,High,Junior Level,Sales Executive,Low,Married,8966,3,Yes,15,Stanadard,Very High,80,3,15 years ,Better,7,7,1,7
24,Yes,Travel_Rarely,984,Research & Development,17 years ,2,Life Sciences,1219,Very High,Female,97,High,Entry Level,Laboratory Technician,Medium,Married,2210,1,No,13,Stanadard,Low,80,1,1 years ,Bad,1,0,0,0
33,No,Travel_Frequently,1146,Sales,25 years ,3,Medical,1220,Medium,Female,82,High,Junior Level,Sales Executive,High,Married,4539,1,No,12,Stanadard,Low,80,1,10 years ,Good,10,7,0,1
36,No,Travel_Rarely,917,Research & Development,6 years ,4,Life Sciences,1221,High,Male,60,Low,Entry Level,Laboratory Technician,High,Divorced,2741,1,No,14,Stanadard,High,80,1,7 years ,Better,7,7,1,7
30,No,Travel_Rarely,853,Research & Development,7 years ,4,Life Sciences,1224,High,Male,49,High,Junior Level,Laboratory Technician,High,Divorced,3491,1,No,13,Stanadard,Low,80,3,10 years ,Good,10,7,8,9
44,No,Travel_Rarely,200,Research & Development,29 years ,4,Other,1225,Very High,Male,32,High,Junior Level,Research Scientist,Very High,Single,4541,1,No,25,High,Medium,80,0,20 years ,Better,20,11,13,17
20,No,Travel_Rarely,654,Sales,21 years ,3,Marketing,1226,High,Male,43,Very High,Entry Level,Sales Representative,Very High,Single,2678,1,No,17,Stanadard,Very High,80,0,2 years ,Better,2,1,2,2
46,No,Travel_Rarely,150,Research & Development,2 years ,4,Technical Degree,1228,Very High,Male,60,High,Junior Level,Manufacturing Director,Very High,Divorced,7379,2,No,11,Stanadard,High,80,1,12 years ,Good,6,3,1,4
42,No,Non-Travel,179,Human Resources,2 years ,5,Medical,1231,Very High,Male,79,Very High,Junior Level,Human Resources,Low,Married,6272,7,No,16,Stanadard,Low,80,1,10 years ,Best,4,3,0,3
60,No,Travel_Rarely,696,Sales,7 years ,4,Marketing,1233,Medium,Male,52,Very High,Junior Level,Sales Executive,Very High,Divorced,5220,0,Yes,18,Stanadard,Medium,80,1,12 years ,Better,11,7,1,9
32,No,Travel_Frequently,116,Research & Development,13 years ,3,Other,1234,High,Female,77,Medium,Entry Level,Laboratory Technician,Medium,Married,2743,1,No,20,High,High,80,1,2 years ,Better,2,2,2,2
32,No,Travel_Frequently,1316,Research & Development,2 years ,2,Life Sciences,1235,Very High,Female,38,High,Junior Level,Research Scientist,High,Single,4998,4,Yes,14,Stanadard,Very High,80,0,10 years ,Better,8,7,0,7
36,No,Travel_Rarely,363,Research & Development,1 years ,3,Technical Degree,1237,High,Female,77,Low,Senior Level,Manufacturing Director,Low,Divorced,10252,2,Yes,21,High,High,80,1,17 years ,Better,7,7,7,7
33,No,Travel_Rarely,117,Research & Development,9 years ,3,Medical,1238,Low,Male,60,High,Entry Level,Research Scientist,Very High,Married,2781,0,No,13,Stanadard,Medium,80,1,15 years ,Better,14,10,4,10
40,No,Travel_Rarely,107,Sales,10 years ,3,Technical Degree,1239,Medium,Female,84,Medium,Junior Level,Sales Executive,Medium,Divorced,6852,7,No,12,Stanadard,Medium,80,1,7 years ,Best,5,1,1,3
25,No,Travel_Rarely,1356,Sales,10 years ,4,Life Sciences,1240,High,Male,57,High,Junior Level,Sales Executive,Very High,Single,4950,0,No,14,Stanadard,Medium,80,0,5 years ,Better,4,3,1,1
30,No,Travel_Rarely,1465,Research & Development,1 years ,3,Medical,1241,Very High,Male,63,High,Entry Level,Research Scientist,Medium,Married,3579,0,Yes,21,High,Low,80,1,12 years ,Better,11,9,5,7
42,No,Travel_Frequently,458,Research & Development,26 years ,5,Medical,1242,Low,Female,60,High,Senior Level,Research Director,Low,Married,13191,3,Yes,17,Stanadard,High,80,0,20 years ,Better,1,0,0,0
35,No,Non-Travel,1212,Sales,8 years ,2,Marketing,1243,High,Female,78,Medium,Senior Level,Sales Executive,Very High,Married,10377,4,Yes,11,Stanadard,Medium,80,1,16 years ,Good,13,2,4,12
27,No,Travel_Rarely,1103,Research & Development,14 years ,3,Life Sciences,1244,Low,Male,42,High,Entry Level,Research Scientist,Low,Married,2235,1,Yes,14,Stanadard,Very High,80,2,9 years ,Good,9,7,6,8
54,No,Travel_Frequently,966,Research & Development,1 years ,4,Life Sciences,1245,Very High,Female,53,High,Senior Level,Manufacturing Director,High,Divorced,10502,7,No,17,Stanadard,Low,80,1,33 years ,Bad,5,4,1,4
44,No,Travel_Rarely,1117,Research & Development,2 years ,1,Life Sciences,1246,Low,Female,72,Very High,Entry Level,Research Scientist,Very High,Married,2011,1,No,13,Stanadard,Very High,80,1,10 years ,Better,10,5,7,7
19,Yes,Non-Travel,504,Research & Development,10 years ,3,Medical,1248,Low,Female,96,Medium,Entry Level,Research Scientist,Medium,Single,1859,1,Yes,25,High,Medium,80,0,1 years ,Best,1,1,0,0
29,No,Travel_Rarely,1010,Research & Development,1 years ,3,Life Sciences,1249,Low,Female,97,High,Entry Level,Research Scientist,Very High,Divorced,3760,1,No,15,Stanadard,Low,80,3,3 years ,Better,3,2,1,2
54,No,Travel_Rarely,685,Research & Development,3 years ,3,Life Sciences,1250,Very High,Male,85,High,Lead Level,Research Director,Very High,Married,17779,3,No,14,Stanadard,Low,80,0,36 years ,Better,10,9,0,9
31,No,Travel_Rarely,1332,Research & Development,11 years ,2,Medical,1251,High,Male,80,High,Junior Level,Healthcare Representative,Low,Married,6833,1,Yes,12,Stanadard,Very High,80,0,6 years ,Good,6,5,0,1
31,No,Travel_Rarely,1062,Research & Development,24 years ,3,Medical,1252,High,Female,96,Medium,Junior Level,Healthcare Representative,Low,Single,6812,1,No,19,Stanadard,Medium,80,0,10 years ,Better,10,9,1,8
59,No,Travel_Rarely,326,Sales,3 years ,3,Life Sciences,1254,High,Female,48,Medium,Junior Level,Sales Executive,Very High,Single,5171,5,No,17,Stanadard,Very High,80,0,13 years ,Better,6,1,0,5
43,No,Travel_Rarely,920,Research & Development,3 years ,3,Life Sciences,1255,High,Male,96,Low,Director Level,Research Director,Very High,Married,19740,3,No,14,Stanadard,Medium,80,1,25 years ,Better,8,7,0,7
49,No,Travel_Rarely,1098,Research & Development,4 years ,2,Medical,1256,Low,Male,85,Medium,Director Level,Manager,High,Married,18711,2,No,13,Stanadard,High,80,1,23 years ,Best,1,0,0,0
36,No,Travel_Frequently,469,Research & Development,3 years ,3,Technical Degree,1257,High,Male,46,High,Entry Level,Research Scientist,Medium,Married,3692,1,No,12,Stanadard,High,80,0,12 years ,Good,11,10,0,7
48,No,Travel_Rarely,969,Research & Development,2 years ,2,Technical Degree,1258,Very High,Male,76,Very High,Entry Level,Laboratory Technician,Medium,Single,2559,5,No,11,Stanadard,High,80,0,7 years ,Good,1,0,0,0
